gate_id,train_number,train_name,estimated_crossing_time,prev_station_code,next_station_code,runs_on_days
node/288413246,16604,Train,04:52,TLY,CAN,MTWTFSS
node/288413246,16606,Train,14:09,TLY,CAN,MTWTFSS
node/288413246,16609,Train,12:22,TLY,CAN,MTWTFSS
node/288413246,16629,Train,06:34,TLY,CAN,MTWTFSS
node/288413246,16650,Train,18:24,TLY,CAN,MTWTFSS
node/288413246,16859,Train,18:29,TLY,CAN,MTWTFSS
node/288413246,22114,Train,09:54,TLY,CAN,M--T---
node/292318817,12617,Train,14:49,CLT,QLD,MTWTFSS
node/292318817,16307,Train,22:34,CLT,QLD,MTWTFSS
node/292318817,16336,Train,00:19,CLT,QLD,-T-----
node/292318817,16347,Train,06:21,CLT,QLD,MTWTFSS
node/292318817,16527,Train,07:49,CLT,QLD,MTWTFSS
node/292318817,16604,Train,03:38,CLT,QLD,MTWTFSS
node/292318817,16606,Train,12:45,CLT,QLD,MTWTFSS
node/292318817,16629,Train,04:56,CLT,QLD,MTWTFSS
node/292318817,16650,Train,17:08,CLT,QLD,MTWTFSS
node/292318817,16859,Train,17:08,CLT,QLD,MTWTFSS
node/292318817,12618,Train,03:21,QLD,CLT,MTWTFSS
node/292318817,16308,Train,06:23,QLD,CLT,MTWTFSS
node/292318817,16335,Train,21:26,QLD,CLT,----F--
node/292318817,16348,Train,18:11,QLD,CLT,MTWTFSS
node/292318817,16528,Train,19:13,QLD,CLT,MTWTFSS
node/292318817,16603,Train,21:18,QLD,CLT,MTWTFSS
node/292318817,16605,Train,10:53,QLD,CLT,MTWTFSS
node/292318817,16630,Train,22:12,QLD,CLT,MTWTFSS
node/292318817,16649,Train,08:16,QLD,CLT,MTWTFSS
node/292318817,16860,Train,10:41,QLD,CLT,MTWTFSS
node/292318817,16609,Train,10:09,WH,ETR,MTWTFSS
node/292318817,56651,Train,18:26,WH,ETR,MTWTFSS
node/292318817,56653,Train,07:00,WH,ETR,MTWTFSS
node/292318817,16610,Train,09:25,ETR,WH,MTWTFSS
node/292318817,56652,Train,19:05,ETR,WH,MTWTFSS
node/292318817,56654,Train,10:05,ETR,WH,MTWTFSS
node/292321578,12081,Train,04:51,CAN,TLY,MT-TFS-
node/292321578,12618,Train,02:11,CAN,TLY,MTWTFSS
node/292321578,16306,Train,14:51,CAN,TLY,MTWTFSS
node/292321578,16308,Train,05:11,CAN,TLY,MTWTFSS
node/292321578,16330,Train,09:51,CAN,TLY,--W----
node/292321578,16335,Train,20:06,CAN,TLY,----F--
node/292321578,16345,Train,08:11,CAN,TLY,MTWTFSS
node/292321578,16348,Train,16:56,CAN,TLY,MTWTFSS
node/292321578,16528,Train,18:06,CAN,TLY,MTWTFSS
node/292321578,16603,Train,20:01,CAN,TLY,MTWTFSS
node/292321578,16605,Train,09:36,CAN,TLY,MTWTFSS
node/292321578,16630,Train,20:56,CAN,TLY,MTWTFSS
node/292321578,16649,Train,07:06,CAN,TLY,MTWTFSS
node/292321578,16860,Train,09:21,CAN,TLY,MTWTFSS
node/292321578,22113,Train,12:21,CAN,TLY,-T---S-
node/292321578,12082,Train,00:44,TLY,CAN,M-WTF-S
node/292321578,12617,Train,15:59,TLY,CAN,MTWTFSS
node/292321578,16305,Train,11:45,TLY,CAN,MTWTFSS
node/292321578,16307,Train,00:25,TLY,CAN,MTWTFSS
node/292321578,16329,Train,00:45,TLY,CAN,-T-----
node/292321578,16336,Train,01:34,TLY,CAN,-T-----
node/292321578,16346,Train,18:34,TLY,CAN,MTWTFSS
node/292321578,16347,Train,07:52,TLY,CAN,MTWTFSS
node/292321578,16527,Train,09:40,TLY,CAN,MTWTFSS
node/292321578,16604,Train,04:53,TLY,CAN,MTWTFSS
node/292321578,16606,Train,14:09,TLY,CAN,MTWTFSS
node/292321578,16609,Train,12:23,TLY,CAN,MTWTFSS
node/292321578,16629,Train,06:34,TLY,CAN,MTWTFSS
node/292321578,16650,Train,18:24,TLY,CAN,MTWTFSS
node/292321578,16859,Train,18:29,TLY,CAN,MTWTFSS
node/292321578,22114,Train,09:54,TLY,CAN,M--T---
node/299088690,56381,Train,10:20,KUMM,TUVR,MTWTFSS
node/299088690,66309,Train,20:21,KUMM,TUVR,MTWTFSS
node/299088690,56382,Train,14:53,TUVR,KUMM,MTWTFSS
node/304986474,16525,Train,11:37,NYY,TVC,MTWTFSS
node/304986474,16650,Train,05:22,NYY,TVC,MTWTFSS
node/304986474,16723,Train,09:45,NYY,TVC,MTWTFSS
node/304986474,16526,Train,12:16,TVC,NYY,MTWTFSS
node/304986474,16649,Train,18:56,TVC,NYY,MTWTFSS
node/304986474,16724,Train,17:09,TVC,NYY,MTWTFSS
node/304986474,66305,Train,17:44,NYY,BRAM,MTWTFSS
node/304986474,66306,Train,13:30,BRAM,NYY,MTWTFSS
node/304986491,16525,Train,11:52,NYY,TVC,MTWTFSS
node/304986491,16650,Train,05:34,NYY,TVC,MTWTFSS
node/304986491,16723,Train,09:51,NYY,TVC,MTWTFSS
node/304986491,16526,Train,12:10,TVC,NYY,MTWTFSS
node/304986491,16649,Train,18:51,TVC,NYY,MTWTFSS
node/304986491,16724,Train,17:04,TVC,NYY,MTWTFSS
node/304986501,16525,Train,12:00,NYY,TVC,MTWTFSS
node/304986501,16650,Train,05:41,NYY,TVC,MTWTFSS
node/304986501,16723,Train,09:55,NYY,TVC,MTWTFSS
node/304986501,16526,Train,12:07,TVC,NYY,MTWTFSS
node/304986501,16649,Train,18:48,TVC,NYY,MTWTFSS
node/304986501,16724,Train,17:01,TVC,NYY,MTWTFSS
node/304986502,16525,Train,12:00,NYY,TVC,MTWTFSS
node/304986502,16650,Train,05:41,NYY,TVC,MTWTFSS
node/304986502,16723,Train,09:55,NYY,TVC,MTWTFSS
node/304986502,16526,Train,12:07,TVC,NYY,MTWTFSS
node/304986502,16649,Train,18:48,TVC,NYY,MTWTFSS
node/304986502,16724,Train,17:01,TVC,NYY,MTWTFSS
node/305995842,16301,Train,18:11,PVRD,ETM,MTWTFSS
node/305995842,16302,Train,08:36,ETM,PVRD,MTWTFSS
node/305995842,56362,Train,05:33,ETM,KRPP,MTWTFSS
node/305995842,56366,Train,21:46,ETM,KRPP,MTWTFSS
node/305995842,66303,Train,10:13,ETM,KRPP,MTWTFSS
node/305995842,66310,Train,23:08,ETM,KRPP,MTWTFSS
node/305995842,56365,Train,09:18,KRPP,ETM,MTWTFSS
node/305995842,56385,Train,08:23,KRPP,ETM,MTWTFSS
node/305995842,66304,Train,14:38,KRPP,ETM,MTWTFSS
node/306010326,12511,Train,10:01,CKI,AFK,---TF-S
node/306010326,16301,Train,15:58,CKI,AFK,MTWTFSS
node/306010326,16306,Train,19:20,CKI,AFK,MTWTFSS
node/306010326,16308,Train,10:22,CKI,AFK,MTWTFSS
node/306010326,16341,Train,04:37,CKI,AFK,MTWTFSS
node/306010326,16348,Train,22:13,CKI,AFK,MTWTFSS
node/306010326,16526,Train,06:33,CKI,AFK,MTWTFSS
node/306010326,16630,Train,02:11,CKI,AFK,MTWTFSS
node/306010326,16649,Train,12:31,CKI,AFK,MTWTFSS
node/306010326,12512,Train,11:19,AFK,CKI,-TW---S
node/306010326,16302,Train,10:17,AFK,CKI,MTWTFSS
node/306010326,16305,Train,06:33,AFK,CKI,MTWTFSS
node/306010326,16307,Train,18:04,AFK,CKI,MTWTFSS
node/306010326,16342,Train,22:09,AFK,CKI,MTWTFSS
node/306010326,16347,Train,01:47,AFK,CKI,MTWTFSS
node/306010326,16525,Train,18:14,AFK,CKI,MTWTFSS
node/306010326,16629,Train,00:46,AFK,CKI,MTWTFSS
node/306010326,16650,Train,11:41,AFK,CKI,MTWTFSS
node/306010326,12623,Train,05:24,TCR,AFK,MTWTFSS
node/306010326,12624,Train,19:54,AFK,TCR,MTWTFSS
node/306010326,56361,Train,06:11,KUC,AFK,MTWTFSS
node/306010326,56365,Train,07:09,KUC,AFK,MTWTFSS
node/306010326,56371,Train,08:04,KUC,AFK,MTWTFSS
node/306010326,56375,Train,14:26,KUC,AFK,MTWTFSS
node/306010326,56362,Train,07:55,AFK,KUC,MTWTFSS
node/306010326,56366,Train,23:59,AFK,KUC,MTWTFSS
node/306010326,56376,Train,20:39,AFK,KUC,MTWTFSS
node/306010326,56606,Train,13:45,AFK,KUC,MTWTFSS
node/306010331,12511,Train,10:02,CKI,AFK,---TF-S
node/306010331,16301,Train,15:59,CKI,AFK,MTWTFSS
node/306010331,16306,Train,19:21,CKI,AFK,MTWTFSS
node/306010331,16308,Train,10:23,CKI,AFK,MTWTFSS
node/306010331,16341,Train,04:38,CKI,AFK,MTWTFSS
node/306010331,16348,Train,22:14,CKI,AFK,MTWTFSS
node/306010331,16526,Train,06:34,CKI,AFK,MTWTFSS
node/306010331,16630,Train,02:12,CKI,AFK,MTWTFSS
node/306010331,16649,Train,12:33,CKI,AFK,MTWTFSS
node/306010331,12512,Train,11:18,AFK,CKI,-TW---S
node/306010331,16302,Train,10:16,AFK,CKI,MTWTFSS
node/306010331,16305,Train,06:32,AFK,CKI,MTWTFSS
node/306010331,16307,Train,18:03,AFK,CKI,MTWTFSS
node/306010331,16342,Train,22:08,AFK,CKI,MTWTFSS
node/306010331,16347,Train,01:46,AFK,CKI,MTWTFSS
node/306010331,16525,Train,18:13,AFK,CKI,MTWTFSS
node/306010331,16629,Train,00:45,AFK,CKI,MTWTFSS
node/306010331,16650,Train,11:40,AFK,CKI,MTWTFSS
node/306010331,56361,Train,06:13,KUC,AFK,MTWTFSS
node/306010331,56365,Train,07:10,KUC,AFK,MTWTFSS
node/306010331,56371,Train,08:05,KUC,AFK,MTWTFSS
node/306010331,56375,Train,14:28,KUC,AFK,MTWTFSS
node/306010331,56362,Train,07:54,AFK,KUC,MTWTFSS
node/306010331,56366,Train,23:58,AFK,KUC,MTWTFSS
node/306010331,56376,Train,20:38,AFK,KUC,MTWTFSS
node/306010331,56606,Train,13:44,AFK,KUC,MTWTFSS
node/306010355,12511,Train,10:13,AFK,AWY,---TF-S
node/306010355,12623,Train,05:37,AFK,AWY,MTWTFSS
node/306010355,16301,Train,16:14,AFK,AWY,MTWTFSS
node/306010355,16306,Train,19:31,AFK,AWY,MTWTFSS
node/306010355,16308,Train,10:34,AFK,AWY,MTWTFSS
node/306010355,16341,Train,04:49,AFK,AWY,MTWTFSS
node/306010355,16348,Train,22:34,AFK,AWY,MTWTFSS
node/306010355,16526,Train,06:45,AFK,AWY,MTWTFSS
node/306010355,16630,Train,02:23,AFK,AWY,MTWTFSS
node/306010355,16649,Train,12:51,AFK,AWY,MTWTFSS
node/306010355,12512,Train,11:08,AWY,AFK,-TW---S
node/306010355,12624,Train,19:43,AWY,AFK,MTWTFSS
node/306010355,16302,Train,10:06,AWY,AFK,MTWTFSS
node/306010355,16305,Train,06:23,AWY,AFK,MTWTFSS
node/306010355,16307,Train,17:53,AWY,AFK,MTWTFSS
node/306010355,16342,Train,21:58,AWY,AFK,MTWTFSS
node/306010355,16347,Train,01:36,AWY,AFK,MTWTFSS
node/306010355,16525,Train,18:03,AWY,AFK,MTWTFSS
node/306010355,16629,Train,00:36,AWY,AFK,MTWTFSS
node/306010355,16650,Train,11:30,AWY,AFK,MTWTFSS
node/306010355,56361,Train,06:26,CWR,AWY,MTWTFSS
node/306010355,56365,Train,07:21,CWR,AWY,MTWTFSS
node/306010355,56371,Train,08:19,CWR,AWY,MTWTFSS
node/306010355,56375,Train,14:41,CWR,AWY,MTWTFSS
node/306010355,56362,Train,07:43,AWY,CWR,MTWTFSS
node/306010355,56366,Train,23:47,AWY,CWR,MTWTFSS
node/306010355,56376,Train,20:27,AWY,CWR,MTWTFSS
node/306010355,56606,Train,13:35,AWY,CWR,MTWTFSS
node/306010376,12075,Train,16:48,AWY,ERS,MTWTFSS
node/306010376,12618,Train,07:12,AWY,ERS,MTWTFSS
node/306010376,16341,Train,04:57,AWY,ERS,MTWTFSS
node/306010376,16345,Train,13:50,AWY,ERS,MTWTFSS
node/306010376,16603,Train,01:27,AWY,ERS,MTWTFSS
node/306010376,16605,Train,15:47,AWY,ERS,MTWTFSS
node/306010376,22634,Train,17:14,AWY,ERS,----F--
node/306010376,12076,Train,09:31,ERS,AWY,MTWTFSS
node/306010376,12512,Train,10:58,ERS,AWY,-TW---S
node/306010376,12617,Train,10:48,ERS,AWY,MTWTFSS
node/306010376,16305,Train,06:15,ERS,AWY,MTWTFSS
node/306010376,16342,Train,21:50,ERS,AWY,MTWTFSS
node/306010376,16346,Train,13:33,ERS,AWY,MTWTFSS
node/306010376,16604,Train,23:50,ERS,AWY,MTWTFSS
node/306010376,16606,Train,07:58,ERS,AWY,MTWTFSS
node/306010376,22633,Train,19:04,ERS,AWY,--W----
node/306010376,12081,Train,08:59,AWY,ERN,MT-TFS-
node/306010376,12511,Train,10:22,AWY,ERN,---TF-S
node/306010376,12623,Train,05:52,AWY,ERN,MTWTFSS
node/306010376,12626,Train,16:14,AWY,ERN,MTWTFSS
node/306010376,16301,Train,16:32,AWY,ERN,MTWTFSS
node/306010376,16306,Train,19:40,AWY,ERN,MTWTFSS
node/306010376,16308,Train,10:43,AWY,ERN,MTWTFSS
node/306010376,16330,Train,14:10,AWY,ERN,--W----
node/306010376,16335,Train,01:45,AWY,ERN,----F--
node/306010376,16348,Train,22:47,AWY,ERN,MTWTFSS
node/306010376,16350,Train,00:22,AWY,ERN,MTWTFSS
node/306010376,16526,Train,06:54,AWY,ERN,MTWTFSS
node/306010376,16630,Train,02:35,AWY,ERN,MTWTFSS
node/306010376,16649,Train,13:09,AWY,ERN,MTWTFSS
node/306010376,12082,Train,19:15,ERN,AWY,M-WTF-S
node/306010376,12624,Train,19:35,ERN,AWY,MTWTFSS
node/306010376,12625,Train,16:25,ERN,AWY,MTWTFSS
node/306010376,16302,Train,09:58,ERN,AWY,MTWTFSS
node/306010376,16307,Train,17:44,ERN,AWY,MTWTFSS
node/306010376,16329,Train,18:34,ERN,AWY,-T-----
node/306010376,16336,Train,20:39,ERN,AWY,-T-----
node/306010376,16347,Train,01:27,ERN,AWY,MTWTFSS
node/306010376,16349,Train,01:12,ERN,AWY,MTWTFSS
node/306010376,16525,Train,17:55,ERN,AWY,MTWTFSS
node/306010376,16629,Train,00:24,ERN,AWY,MTWTFSS
node/306010376,16650,Train,11:19,ERN,AWY,MTWTFSS
node/306010376,16343,Train,00:56,IPL,AWY,MTWTFSS
node/306010376,56376,Train,20:18,IPL,AWY,MTWTFSS
node/306010376,56606,Train,13:26,IPL,AWY,MTWTFSS
node/306010376,16344,Train,23:35,AWY,IPL,MTWTFSS
node/306010376,56371,Train,08:29,AWY,IPL,MTWTFSS
node/306010376,56361,Train,06:34,AWY,KLMR,MTWTFSS
node/306010376,56365,Train,07:29,AWY,KLMR,MTWTFSS
node/306010376,56375,Train,14:51,AWY,KLMR,MTWTFSS
node/306010376,56362,Train,07:30,KLMR,AWY,MTWTFSS
node/306010376,56366,Train,23:36,KLMR,AWY,MTWTFSS
node/331172538,12075,Train,20:09,QLN,VAK,MTWTFSS
node/331172538,12623,Train,10:05,QLN,VAK,MTWTFSS
node/331172538,12626,Train,20:18,QLN,VAK,MTWTFSS
node/331172538,12695,Train,06:08,QLN,VAK,MTWTFSS
node/331172538,16330,Train,18:22,QLN,VAK,--W----
node/331172538,16344,Train,03:07,QLN,VAK,MTWTFSS
node/331172538,16345,Train,17:57,QLN,VAK,MTWTFSS
node/331172538,16350,Train,04:02,QLN,VAK,MTWTFSS
node/331172538,16605,Train,19:53,QLN,VAK,MTWTFSS
node/331172538,12076,Train,06:36,VAK,QLN,MTWTFSS
node/331172538,12624,Train,15:42,VAK,QLN,MTWTFSS
node/331172538,12625,Train,12:56,VAK,QLN,MTWTFSS
node/331172538,12696,Train,17:54,VAK,QLN,MTWTFSS
node/331172538,16329,Train,13:50,VAK,QLN,-T-----
node/331172538,16343,Train,21:13,VAK,QLN,MTWTFSS
node/331172538,16346,Train,09:57,VAK,QLN,MTWTFSS
node/331172538,16349,Train,21:36,VAK,QLN,MTWTFSS
node/331172538,16606,Train,04:17,VAK,QLN,MTWTFSS
node/331172538,12201,Train,21:14,QLN,TVCN,M---F--
node/331172538,12511,Train,14:14,QLN,TVCN,---TF-S
node/331172538,22113,Train,21:14,QLN,TVCN,-T---S-
node/331172538,12202,Train,08:19,TVCN,QLN,---T--S
node/331172538,12512,Train,07:13,TVCN,QLN,-TW---S
node/331172538,22114,Train,01:33,TVCN,QLN,M--T---
node/331172538,16335,Train,05:39,QLN,TVP,----F--
node/331172538,66305,Train,20:17,EVA,KFI,MTWTFSS
node/331172538,66306,Train,12:00,KFI,EVA,MTWTFSS
node/334641063,12075,Train,20:12,QLN,VAK,MTWTFSS
node/334641063,12623,Train,10:08,QLN,VAK,MTWTFSS
node/334641063,12626,Train,20:21,QLN,VAK,MTWTFSS
node/334641063,12695,Train,06:12,QLN,VAK,MTWTFSS
node/334641063,16330,Train,18:27,QLN,VAK,--W----
node/334641063,16344,Train,03:10,QLN,VAK,MTWTFSS
node/334641063,16345,Train,18:01,QLN,VAK,MTWTFSS
node/334641063,16350,Train,04:05,QLN,VAK,MTWTFSS
node/334641063,16605,Train,19:56,QLN,VAK,MTWTFSS
node/334641063,12076,Train,06:33,VAK,QLN,MTWTFSS
node/334641063,12624,Train,15:38,VAK,QLN,MTWTFSS
node/334641063,12625,Train,12:52,VAK,QLN,MTWTFSS
node/334641063,12696,Train,17:51,VAK,QLN,MTWTFSS
node/334641063,16329,Train,13:45,VAK,QLN,-T-----
node/334641063,16343,Train,21:10,VAK,QLN,MTWTFSS
node/334641063,16346,Train,09:52,VAK,QLN,MTWTFSS
node/334641063,16349,Train,21:32,VAK,QLN,MTWTFSS
node/334641063,16606,Train,04:14,VAK,QLN,MTWTFSS
node/334641063,12081,Train,13:01,QLN,TVC,MT-TFS-
node/334641063,12432,Train,00:42,QLN,TVC,-TW---S
node/334641063,20924,Train,22:13,QLN,TVC,M------
node/334641063,22634,Train,22:18,QLN,TVC,----F--
node/334641063,12082,Train,15:25,TVC,QLN,M-WTF-S
node/334641063,12431,Train,15:14,TVC,QLN,-T-TF--
node/334641063,16336,Train,16:50,TVC,QLN,-T-----
node/334641063,20923,Train,08:31,TVC,QLN,---T---
node/334641063,22633,Train,15:14,TVC,QLN,--W----
node/334641063,16301,Train,20:41,PVU,VAK,MTWTFSS
node/334641063,16303,Train,08:44,PVU,VAK,MTWTFSS
node/334641063,16341,Train,08:33,PVU,VAK,MTWTFSS
node/334641063,16348,Train,02:42,PVU,VAK,MTWTFSS
node/334641063,16526,Train,10:36,PVU,VAK,MTWTFSS
node/334641063,16603,Train,04:51,PVU,VAK,MTWTFSS
node/334641063,16630,Train,06:46,PVU,VAK,MTWTFSS
node/334641063,16649,Train,17:43,PVU,VAK,MTWTFSS
node/334641063,16724,Train,16:03,PVU,VAK,MTWTFSS
node/334641063,16302,Train,06:04,VAK,PVU,MTWTFSS
node/334641063,16304,Train,18:31,VAK,PVU,MTWTFSS
node/334641063,16342,Train,18:03,VAK,PVU,MTWTFSS
node/334641063,16347,Train,21:45,VAK,PVU,MTWTFSS
node/334641063,16525,Train,13:26,VAK,PVU,MTWTFSS
node/334641063,16604,Train,20:04,VAK,PVU,MTWTFSS
node/334641063,16629,Train,19:32,VAK,PVU,MTWTFSS
node/334641063,16650,Train,06:58,VAK,PVU,MTWTFSS
node/334641063,16723,Train,10:55,VAK,PVU,MTWTFSS
node/334641063,16335,Train,05:44,QLN,TVP,----F--
node/334641063,66305,Train,20:11,VAK,EVA,MTWTFSS
node/334641063,66306,Train,12:05,EVA,VAK,MTWTFSS
node/334641214,12075,Train,20:11,QLN,VAK,MTWTFSS
node/334641214,12623,Train,10:07,QLN,VAK,MTWTFSS
node/334641214,12626,Train,20:20,QLN,VAK,MTWTFSS
node/334641214,12695,Train,06:10,QLN,VAK,MTWTFSS
node/334641214,16330,Train,18:25,QLN,VAK,--W----
node/334641214,16344,Train,03:09,QLN,VAK,MTWTFSS
node/334641214,16345,Train,17:59,QLN,VAK,MTWTFSS
node/334641214,16350,Train,04:04,QLN,VAK,MTWTFSS
node/334641214,16605,Train,19:55,QLN,VAK,MTWTFSS
node/334641214,12076,Train,06:34,VAK,QLN,MTWTFSS
node/334641214,12624,Train,15:40,VAK,QLN,MTWTFSS
node/334641214,12625,Train,12:54,VAK,QLN,MTWTFSS
node/334641214,12696,Train,17:52,VAK,QLN,MTWTFSS
node/334641214,16329,Train,13:47,VAK,QLN,-T-----
node/334641214,16343,Train,21:12,VAK,QLN,MTWTFSS
node/334641214,16346,Train,09:54,VAK,QLN,MTWTFSS
node/334641214,16349,Train,21:34,VAK,QLN,MTWTFSS
node/334641214,16606,Train,04:15,VAK,QLN,MTWTFSS
node/334641214,12081,Train,12:58,QLN,TVC,MT-TFS-
node/334641214,12432,Train,00:39,QLN,TVC,-TW---S
node/334641214,20924,Train,22:11,QLN,TVC,M------
node/334641214,22634,Train,22:16,QLN,TVC,----F--
node/334641214,12082,Train,15:26,TVC,QLN,M-WTF-S
node/334641214,12431,Train,15:16,TVC,QLN,-T-TF--
node/334641214,16336,Train,16:52,TVC,QLN,-T-----
node/334641214,20923,Train,08:33,TVC,QLN,---T---
node/334641214,22633,Train,15:15,TVC,QLN,--W----
node/334641214,16301,Train,20:40,PVU,VAK,MTWTFSS
node/334641214,16303,Train,08:42,PVU,VAK,MTWTFSS
node/334641214,16341,Train,08:32,PVU,VAK,MTWTFSS
node/334641214,16348,Train,02:41,PVU,VAK,MTWTFSS
node/334641214,16526,Train,10:34,PVU,VAK,MTWTFSS
node/334641214,16603,Train,04:50,PVU,VAK,MTWTFSS
node/334641214,16630,Train,06:44,PVU,VAK,MTWTFSS
node/334641214,16649,Train,17:42,PVU,VAK,MTWTFSS
node/334641214,16724,Train,16:02,PVU,VAK,MTWTFSS
node/334641214,16302,Train,06:05,VAK,PVU,MTWTFSS
node/334641214,16304,Train,18:33,VAK,PVU,MTWTFSS
node/334641214,16342,Train,18:04,VAK,PVU,MTWTFSS
node/334641214,16347,Train,21:47,VAK,PVU,MTWTFSS
node/334641214,16525,Train,13:27,VAK,PVU,MTWTFSS
node/334641214,16604,Train,20:05,VAK,PVU,MTWTFSS
node/334641214,16629,Train,19:34,VAK,PVU,MTWTFSS
node/334641214,16650,Train,07:00,VAK,PVU,MTWTFSS
node/334641214,16723,Train,10:57,VAK,PVU,MTWTFSS
node/334641214,16335,Train,05:42,QLN,TVP,----F--
node/334641214,66305,Train,20:13,VAK,EVA,MTWTFSS
node/334641214,66306,Train,12:03,EVA,VAK,MTWTFSS
node/334641271,12075,Train,20:09,QLN,VAK,MTWTFSS
node/334641271,12623,Train,10:05,QLN,VAK,MTWTFSS
node/334641271,12626,Train,20:18,QLN,VAK,MTWTFSS
node/334641271,12695,Train,06:09,QLN,VAK,MTWTFSS
node/334641271,16330,Train,18:23,QLN,VAK,--W----
node/334641271,16344,Train,03:07,QLN,VAK,MTWTFSS
node/334641271,16345,Train,17:58,QLN,VAK,MTWTFSS
node/334641271,16350,Train,04:02,QLN,VAK,MTWTFSS
node/334641271,16605,Train,19:53,QLN,VAK,MTWTFSS
node/334641271,12076,Train,06:36,VAK,QLN,MTWTFSS
node/334641271,12624,Train,15:41,VAK,QLN,MTWTFSS
node/334641271,12625,Train,12:55,VAK,QLN,MTWTFSS
node/334641271,12696,Train,17:54,VAK,QLN,MTWTFSS
node/334641271,16329,Train,13:49,VAK,QLN,-T-----
node/334641271,16343,Train,21:13,VAK,QLN,MTWTFSS
node/334641271,16346,Train,09:56,VAK,QLN,MTWTFSS
node/334641271,16349,Train,21:35,VAK,QLN,MTWTFSS
node/334641271,16606,Train,04:17,VAK,QLN,MTWTFSS
